articleID;review1;review2;review3
1314974;7433049|B'quam' b'at' b'a' b'ut' b'cras' b'donec' b'consectetuer' b'amet'.|reject;7432986|B'orci' b'id' b'a' b'ac' b'nostra' b'ipsum' b'a' b'a' b'in' b'auctor'.|accept;7432871|B'cras' b'at' b'a' b'erat' b'vel' b'a' b'natoque' b'in' b'a'.|accept
1315120;7433054|B'ante' b'in' b'a' b'eu' b'odio' b'elit' b'at' b'ut'.|accept;7433046|B'quam' b've' b'a' b'eni' b'a' b'feugiat' b'a' b'et' b'mus' b'a' b'nec'.|accept;7432925|B'ante' b'et' b'quis' b'erat'.|reject
1315206;7432970|B'erat' b'id' b'a' b'orci' b'a' b'a'.|reject;7433051|B'quis' b'ad' b'mi' b'quam' b'id' b'diam'.|accept;7432909|B'eget' b'ad' b'a'.|accept
1315411;7432987|B'diam' b'ad' b'a'.|reject;7433056|B'pede' b'ut'.|accept;7433067|B'enim' b'ad'.|accept
1315506;7432904|B'eget' b'ac' b'a' b'a' b'a' b'a' b'sapien' b'per'.|reject;7433008|B'amet' b'ad' b'a'.|accept;7433047|B'ante' b've' b'et' b'est' b'tellus' b'tempor' b'potenti' b'a' b'id'.|accept
1315545;7432934|B'quis' b'mi' b'a' b'cum'.|accept;7433084|B'eget' b'ad' b'a' b'a' b'a' b'ut' b'natoque' b'a' b've' b'ornare' b'molestie' b'in'.|accept;7433022|B'enim' b'eu'.|reject
1315573;7432904|B'ante' b'ut' b'a' b'hac' b'a'.|accept;7432929|B'erat' b'eu' b'a' b'a' b'nisl' b'a' b'sem'.|reject;7432989|B'nisl' b'ad' b'id' b'a' b'a' b'nibh' b'a' b'a' b'mi' b'montes' b'odio' b'eu'.|accept
1315574;7433024|B'duis' b'ut'.|accept;7433015|B'duis' b'at' b'a' b'a' b'a' b'a'.|reject;7432892|B'nibh' b'id' b'a' b'ut' b'a' b'at' b'a' b'a' b'etiam' b'a' b'eu'.|accept
1315592;7433042|B'eros' b'ac' b'a' b'id' b'ornare' b'a' b'ante' b'a' b'fames' b'phasellus' b'eni'.|reject;7433015|B'nisl' b'at' b'a' b'magna' b'aenean' b'a'.|accept;7433083|B'quam' b'ac' b'a' b'a' b'a' b'in' b'a' b'a' b'a'.|accept
1315806;7432927|B'quam' b'mi' b'a' b'a' b'a' b'urna' b'sem' b'a'.|accept;7433005|B'eget' b'ut' b'eu' b'a'.|reject;7432904|B'enim' b'in' b'a' b'in'.|accept
1315862;7433000|B'nibh' b'mi'.|accept;7433037|B'arcu' b'in' b'a' b'a' b'a' b'eu' b'a' b'sit'.|reject;7432941|B'erat' b'et' b'a' b'a' b'netus' b'neque' b'a' b'ac' b'inceptos' b'a' b'nec' b'ornare'.|accept
1315902;7432940|B'nunc' b'eu' b'a' b'a' b'quam' b'a' b'fames'.|accept;7432995|B'duis' b'at'.|reject;7433074|B'arcu' b've' b'a' b'leo' b'mi' b'a' b'vel'.|accept
1315989;7432975|B'enim' b'ut' b'a' b'vivamus' b'mus'.|accept;7433036|B'nibh' b've' b'a' b'orci' b'leo' b'a' b'a'.|reject;7432940|B'pede' b'mi' b'a' b'a' b'ut' b'id'.|accept
1315997;7433097|B'ante' b'et' b'a' b'ad' b'a' b'a' b'lorem' b'non'.|reject;7432900|B'eget' b'ut' b'a' b'mattis' b'vel' b'a' b'a' b'per' b'netus' b'nonummy'.|accept;7432927|B'nisl' b'at' b'a' b'a' b'mi' b'dui' b'a'.|accept
1316260;7433093|B'pede' b'mi' b'a' b'a' b'dis' b'pretium' b'purus' b'duis' b'ut' b'eu' b'eni' b'id' b'in'.|reject;7432992|B'nisi' b'at' b'et' b'dui' b'nec' b'in' b'rhoncus' b'diam' b'a'.|accept;7432897|B'duis' b'at' b'a' b'primis' b'a'.|accept
1316422;7433064|B'diam' b'id' b'feugiat' b'a' b'dolor' b'a' b'dui' b'a' b'a' b'a' b'a' b'id' b'eu' b'a' b'pede'.|accept;7433052|B'nisl' b'id' b'aliquam' b'ultrices' b'eni' b'a' b'a' b'ligula'.|reject;7432992|B'ante' b'eu' b'a' b'a' b'a' b'a' b'mi' b'a' b'a'.|accept
1316442;7432934|B'amet' b've'.|accept;7433104|B'nisi' b'at'.|reject;7433025|B'enim' b'at' b'a' b'mi'.|accept
1316544;7433043|B'amet' b've' b'a' b'sit' b'mollis' b'ut' b'quis' b'et' b'mi' b've' b'eu'.|accept;7432883|B'ante' b'eu' b'a' b'a' b'montes' b'a' b'a' b'quam' b'a'.|reject;7432979|B'eros' b'mi' b'a' b've'.|accept
1316663;7432997|B'nibh' b'ad'.|reject;7432921|B'amet' b've' b'a' b'id' b'a' b'erat' b'ad' b'mi'.|accept;7433060|B'eget' b've' b'commodo' b'nulla' b'a' b'a' b'a' b'nam' b'a' b'a' b'a' b'a' b'a'.|accept
1316709;7432911|B'nisl' b'ut' b'iaculis' b'a' b'ut' b'orci' b'a' b'non'.|accept;7433056|B'amet' b'id'.|reject;7432936|B'eros' b'at'.|accept
1316802;7432930|B'arcu' b'at' b'duis' b'a' b'a' b'a' b'a' b'a' b'a' b'mi' b'amet' b'a' b'cras'.|accept;7433075|B'cras' b'mi' b'a' b'mi' b'eni' b'metus' b'nisi' b'tincidunt' b'dictum' b'nam' b'a' b'a' b'per'.|reject;7433063|B'cras' b'id' b'a' b'id'.|accept
1316805;7433104|B'quam' b've' b'a' b'a' b'arcu' b'at' b'a' b'a'.|accept;7433062|B'ante' b'at'.|reject;7432865|B'cras' b'in' b'nibh' b'sem' b'a' b'felis' b'erat' b'cum' b'a' b'a'.|accept
1316851;7433002|B'quis' b'in'.|reject;7432920|B'elit' b'et' b'a' b'ut' b'fringilla' b'mi' b'a' b'sed' b'a' b'dictumst' b'a' b'dis' b'id' b'ad' b'a' b'pede'.|accept;7432948|B'nisi' b'eu' b'a' b'dui' b'in' b'a' b'ad' b'augue' b'ac' b'tempor' b'a' b'mattis' b'arcu' b'porttitor' b'magnis'.|accept
1316864;7433072|B'eget' b'ac' b'a' b'a' b'nisi'.|reject;7433076|B'eros' b'ut' b'a' b'a' b'a' b'cursus'.|accept;7433069|B'cras' b'ut' b'a' b'dolor' b'lectus' b'ac' b'a' b've' b'dui'.|accept
1316885;7433107|B'quam' b've'.|accept;7432995|B'quam' b'id' b'et' b'leo' b'ad' b'a' b'a' b'velit' b'at' b'ut' b'habitant' b'a'.|reject;7433108|B'pede' b'et' b'mi' b'quam' b'urna' b'mus' b'a'.|accept
1317271;7433019|B'nisi' b'ac' b'a' b'mi' b'duis' b'arcu' b'cursus' b'a' b'a' b'a' b'in' b'dis' b'velit'.|accept;7433009|B'diam' b've' b'eu' b'a' b'enim' b'rutrum' b'eni' b'cum' b'a' b'a' b'a' b'nam' b'a'.|accept;7432913|B'nisi' b'ac' b'a' b'nec' b'a' b'diam' b'a' b'a' b'a' b'a' b'ut' b'proin' b'magnis' b'in'.|reject
1317317;7433102|B'nisi' b'mi' b'a' b'ligula' b'vitae' b'dis' b'cum' b'semper'.|accept;7432926|B'nisi' b'et' b'a' b'mi' b'sed' b'eni' b'tempus' b'a'.|accept;7433065|B'elit' b'ut' b'a' b'sit' b'fames' b'a' b'ante' b'odio'.|reject
1317359;7432993|B'eget' b'mi' b'a' b'sed' b'quam' b'dis'.|reject;7433065|B'nisl' b'at' b'eu' b'id' b'ut' b'sem' b'per'.|accept;7433029|B'nisi' b'id'.|accept
1317387;7433025|B'orci' b'eu' b'a' b'a' b'sapien' b'a' b'molestie' b'a'.|reject;7433020|B'diam' b'et'.|accept;7432985|B'amet' b've' b'a' b'ac' b'a' b'a' b'sem' b'a' b'a' b'amet' b'a' b'a' b'nec' b'a'.|accept
1317756;7432949|B'orci' b'ac' b'a' b'in'.|accept;7432973|B'nibh' b've'.|accept;7432902|B'quis' b'at' b'a' b'a' b'a'.|reject
1317782;7433052|B'quis' b'ad' b'a'.|accept;7432961|B'orci' b'ut' b'ad' b'ut' b'a' b'a' b'amet' b'a' b'a' b'velit'.|accept;7432955|B'nunc' b've' b'a' b'eu' b'amet'.|reject
1317843;7433029|B'urna' b'ut' b'a' b'duis' b'urna' b'sed' b'a' b'etiam' b'nunc' b'a' b'libero' b'dis' b'dui' b'a' b'a' b'penatibus' b'aliquet'.|reject;7433019|B'orci' b'id'.|accept;7432967|B'nunc' b've' b'a' b'a' b'a' b'a' b'mi' b'primis' b'a' b'duis'.|accept
1317911;7432945|B'amet' b'ut' b'et' b'non' b'dui' b'a' b'conubia' b'ac' b'a' b'eleifend' b'pellentesque'.|accept;7432982|B'amet' b'id' b'ac' b'morbi' b'id' b'a' b'cum'.|accept;7432929|B'diam' b've' b'a' b'elit' b'a' b'dui' b'a' b've' b'a'.|reject
1318017;7432917|B'diam' b'mi' b'a' b'cum' b'vitae' b'in' b'lectus' b'a' b'a' b'a'.|reject;7432931|B'elit' b'et'.|accept;7433098|B'duis' b'eu' b'mi' b'nibh' b'a' b'a' b'dui'.|accept
1318032;7433000|B'quis' b'ac' b'in' b've' b'vel' b'luctus' b'et' b'quam' b'a'.|reject;7432968|B'arcu' b'id' b'a' b'eleifend' b'a' b'mus' b'a' b'potenti' b'a' b'ut' b'congue' b'sociis' b'aliquet' b'a' b'eu'.|accept;7433078|B'nibh' b'at' b'ac'.|accept
1318051;7432964|B'quis' b'et' b'a' b'a' b'in' b'ad' b'mus' b'ut'.|reject;7432959|B'diam' b'id'.|accept;7433050|B'nisl' b'in'.|accept
1318073;7432878|B'diam' b'at'.|accept;7432941|B'duis' b'ad' b'a' b'a' b'a' b'a'.|accept;7432991|B'ante' b've'.|reject
1318151;7432913|B'quam' b've' b'a' b'a' b'et' b'a' b'mi' b'a'.|accept;7433111|B'ante' b'ut' b'a' b'nisi' b'a'.|reject;7432976|B'arcu' b'ad' b'a' b'leo' b'a' b'nisi'.|accept
1318156;7433024|B'erat' b'et' b'a' b'nisl' b'varius' b'nec' b'et'.|accept;7433088|B'pede' b'ac'.|reject;7433081|B'quis' b'id' b'a' b'a' b'proin' b'inceptos' b'nulla' b'a' b'duis' b'a' b'a' b'enim'.|accept
1318224;7433018|B'arcu' b'et'.|accept;7433052|B'amet' b'mi' b'nonummy' b'etiam' b've' b'a' b'nunc' b'cum' b've' b'a'.|accept;7433038|B'nibh' b'ad' b'pede' b'eu' b'a' b'netus' b'sed' b'a' b'a' b'amet' b'a' b'sit' b'a' b'a' b'a'.|reject
1318328;7432996|B'cras' b'in'.|accept;7432912|B'nisl' b'id'.|accept;7433021|B'erat' b'ac' b'a' b'sociis' b'et' b'a'.|reject
1318435;7433045|B'nisi' b'in' b'nisi' b'varius' b'vel' b'ad'.|reject;7433075|B'pede' b'mi' b'a' b'hac' b'at' b'blandit' b'a' b'est' b'litora' b'at' b'a' b'eni' b'a' b'a' b'non' b'a' b'cubilia'.|accept;7433006|B'quam' b'mi' b'enim' b'quam' b'in' b'a' b'a' b'in'.|accept
1318780;7432881|B'elit' b've' b'in' b'a'.|reject;7432900|B'odio' b'et' b've'.|accept;7433103|B'nibh' b'ut' b'a' b'mus' b'risus' b'diam' b'est' b'nam' b'porta' b'a' b'quis'.|accept
1318830;7432890|B'nunc' b'in' b'a' b'urna' b'ut' b'a' b'a' b'a' b'sit' b'auctor' b'nisi' b'ad'.|accept;7432923|B'quis' b'at' b'a' b'ante' b'a' b'a' b'vitae' b'a' b'a' b'blandit'.|accept;7432974|B'nunc' b'ac' b'duis' b'quis' b'metus'.|reject
1318838;7433052|B'cras' b'mi' b'ac' b'a' b'nec' b'a' b'pede'.|reject;7432997|B'erat' b'eu' b'a' b'sem' b'odio' b'diam'.|accept;7433070|B'elit' b'ut'.|accept
1318960;7433059|B'quis' b'ac' b'a' b'mus' b'a' b'id' b'malesuada' b'ut' b'a' b'torquent' b'pellentesque' b'diam' b'a' b'porta' b'quis' b'nisl' b'hac'.|reject;7432909|B'enim' b'mi' b'a' b'a' b'a' b'a' b'a' b'vitae' b'nam' b'potenti'.|accept;7432927|B'cras' b'in' b'a' b'sit' b'mus' b'et' b'a' b'a' b'a' b'mi' b'sed' b'litora'.|accept
1318971;7432875|B'enim' b'id' b'a' b'a' b'a' b'egestas' b'a' b'lorem' b'diam' b'quis' b'tellus'.|reject;7433045|B'duis' b'et'.|accept;7433105|B'urna' b've' b'mi' b'dui' b'nostra'.|accept
1318981;7433103|B'pede' b'mi' b'a' b'a' b'donec' b'nunc' b'a' b'a' b'in' b'a'.|reject;7433044|B'cras' b'at' b'a' b'quis' b'a' b'ridiculus' b'a' b'cras' b'a' b'a' b'a' b'ad'.|accept;7432940|B'arcu' b'at'.|accept
1319173;7433100|B'pede' b'id' b'in' b'a' b'eu' b'platea' b'a' b'urna'.|reject;7433007|B'nisi' b'at' b'a' b'a' b'et' b'dui' b'a' b'a'.|accept;7432866|B'nisi' b'eu' b'a'.|accept
1319195;7432975|B'odio' b've' b'ad' b'pulvinar' b'a' b'a'.|accept;7433004|B'nunc' b'at' b'a' b'aliquet'.|accept;7433012|B'ante' b'in'.|reject
1319247;7433013|B'quis' b'ac' b'a' b'per' b'a' b'a' b'a' b'tristique'.|accept;7432937|B'urna' b've' b'a' b'ad'.|accept;7432890|B'amet' b'id' b'a'.|reject
1319331;7433088|B'eros' b'mi'.|accept;7432932|B'nisl' b'ad' b'a' b'dis' b'et' b'praesent' b'a' b'magnis' b'nam' b'donec'.|accept;7432926|B'urna' b'at' b'a' b'massa' b'inceptos' b'donec' b'montes' b'a' b'a' b'a'.|reject
1319422;7433064|B'elit' b'et' b'a' b'et' b'ad' b'a' b'a' b'a' b'vel' b'amet'.|reject;7432887|B'nunc' b'ad' b'et' b'a' b'a' b'sodales' b'vel' b'mi' b'odio' b'quis' b'erat' b'aenean'.|accept;7432989|B'enim' b'at' b'a'.|accept
1319561;7433107|B'quam' b'et' b'ut' b'nisi' b'vitae' b'urna'.|accept;7432930|B'erat' b've' b'a' b'nisi' b'a' b'duis'.|accept;7433095|B'nisl' b'in' b'a' b'sociis'.|reject
1319574;7432996|B'duis' b'et' b'a' b'a'.|accept;7432912|B'nibh' b'mi' b'iaculis' b'dolor' b'a' b'sem'.|accept;7433112|B'pede' b'et' b'a' b'proin' b'vel' b'mi' b'sem'.|reject
1319638;7433015|B'elit' b'at' b'a' b'a' b'a' b'nunc' b'ut' b'a'.|accept;7432907|B'eros' b'eu' b'ad'.|accept;7432959|B'erat' b've' b'a' b'tempor'.|reject
1319679;7432955|B'quis' b'at' b've' b'a' b'eni' b'a' b'a' b'a'.|accept;7432967|B'amet' b'in' b'a' b'sit' b'a'.|accept;7432881|B'nibh' b've'.|reject
1319701;7432896|B'nisl' b've' b'a' b'eu' b'dui' b'a' b'metus' b'magna' b'pede' b'tincidunt' b'leo'.|reject;7433081|B'enim' b'id' b'a' b'a'.|accept;7432956|B'orci' b'ac' b'a' b'justo' b'neque' b'at' b'erat' b'a' b'a' b'et' b'sem' b'suscipit'.|accept
1319973;7432938|B'duis' b'ad' b'arcu' b'hac' b'a' b'a' b'in' b'mi' b'nec' b'a' b'suscipit'.|reject;7433101|B'diam' b'eu' b'a' b'ultrices'.|accept;7433006|B'nisl' b'id' b'euismod' b'a' b'ac' b'aenean' b'nulla' b'nec' b'et' b'class' b'a'.|accept
1320005;7432921|B'erat' b'eu' b'a' b'magnis' b'a' b'ad' b'leo'.|accept;7432985|B'eget' b'et' b'a' b'a' b'a' b'sodales' b'a' b'lacinia'.|reject;7432926|B'amet' b've' b'a' b'sed' b'orci' b'a' b'a' b'a' b'a' b'a' b'a'.|accept
1320057;7432940|B'eget' b'ut' b'a' b'id' b'turpis' b'nunc' b'a' b'a' b'a' b'aenean' b'a' b'bibendum'.|accept;7432888|B'nisl' b'eu' b'a' b'leo' b'nec' b'a' b'class' b'nullam' b'id'.|accept;7432879|B'orci' b'ad'.|reject
1320193;7432942|B'quam' b'at' b'a' b'gravida' b'a' b'dui'.|accept;7432959|B'elit' b'mi' b'a' b'iaculis' b'sodales' b'a' b'taciti' b'in' b'luctus' b'a'.|accept;7433103|B'nisl' b'ut' b'a' b'vel' b'at' b'natoque' b'a' b'consectetuer' b'eget' b'mus' b'a' b'a' b'a' b've' b'a' b'aenean'.|reject
1320197;7433075|B'erat' b'eu'.|accept;7433092|B'cras' b've' b'a' b'a'.|accept;7433042|B'arcu' b'in' b'a' b'a' b'ipsum' b'ad' b'malesuada' b'proin' b'ac' b'a' b'a' b'a'.|reject
1320302;7433043|B'cras' b'ac' b'a' b'nec' b'metus' b'habitant' b'a' b'nec' b'a' b'a'.|accept;7433036|B'urna' b'in' b'arcu' b'ac' b'elit' b'a' b'mi'.|accept;7433017|B'arcu' b'eu' b'a' b'ultrices' b'a' b'sem' b'a' b'semper'.|reject
1320351;7432881|B'arcu' b'ac' b'a' b'a' b'id' b'ac' b'mi'.|accept;7433108|B'eget' b'id' b'a' b'varius' b'eros' b'sem' b'a'.|reject;7432901|B'orci' b'in' b'a' b'proin' b'sollicitudin' b'quam' b'taciti' b'vitae' b'a' b'a' b'nam' b'a' b'id' b'per' b'ut' b'enim' b'a'.|accept
1320456;7432942|B'quis' b'ut' b'a' b'justo' b'consectetuer' b'arcu' b'aenean' b'fames' b'a' b'est' b'a' b'sit'.|accept;7432956|B'eros' b'et' b'a'.|reject;7433015|B'diam' b'id' b'a' b'a' b'vel' b'nunc' b'orci' b'sem'.|accept
1320544;7433072|B'orci' b'ac' b'a' b'fusce' b'dis' b'a' b'mi' b'non' b'sociis' b'erat' b've'.|reject;7433008|B'enim' b'mi' b'ut' b'in' b'a' b'a' b'a' b'taciti' b'a' b'a'.|accept;7433101|B'pede' b've' b'a' b'ipsum' b'eleifend' b'donec' b'tellus' b'a' b'a' b'a'.|accept
1320587;7432967|B'cras' b'at'.|accept;7433099|B'diam' b'id'.|accept;7432983|B'enim' b'id' b'a' b'a' b'metus' b'non'.|reject
1320783;7432995|B'eros' b've' b'a' b'a' b'a' b've' b'ante' b'eni' b'semper'.|accept;7433104|B'pede' b'id' b'et' b'dui' b'bibendum' b'id' b'est' b'a' b'cras' b'a' b'neque' b'orci'.|accept;7432944|B'pede' b've' b'a' b'at' b'ante' b'sit' b'a' b've' b'sit'.|reject
1321001;7433036|B'enim' b'mi' b'a' b'in' b'a'.|accept;7433046|B'elit' b'mi' b'a' b'a' b'ad' b'leo' b'vel' b've' b'tempus' b'a' b'a' b'a'.|accept;7432940|B'nibh' b'mi' b'ac' b'augue'.|reject
1321036;7432981|B'diam' b'id' b'ut' b'nam'.|reject;7433076|B'nisi' b've'.|accept;7433080|B'diam' b'in' b'a' b'leo' b'odio' b'nam' b'dui' b'ut' b'a' b'proin'.|accept
1321046;7432998|B'pede' b'at' b'a' b'volutpat' b'arcu' b'a' b'mus' b'a' b'a' b'aptent' b'per' b'a' b'velit'.|accept;7433002|B'orci' b've'.|reject;7432988|B'nunc' b'ut' b'a' b'a' b'a'.|accept
1321070;7432982|B'nisi' b'ac'.|accept;7432985|B'pede' b'ad' b'a' b'a' b'a' b'a' b'feugiat' b'a' b'dui' b'duis'.|accept;7433107|B'duis' b'eu'.|reject
1321199;7432965|B'orci' b'ac'.|accept;7433094|B'nunc' b'id' b'a' b'urna' b'a'.|accept;7433079|B'duis' b'at' b'a' b'a' b'a'.|reject
1321207;7432900|B'orci' b'at' b'a' b'eu' b'luctus' b'metus' b'a' b'cum'.|accept;7433090|B'nisl' b'at' b'a' b'ut' b'diam' b'cras' b'mattis' b'a' b'ligula' b'ad' b'tempus' b'a'.|reject;7433112|B'eget' b'at' b'a' b'a' b'donec' b'eget' b'eros' b'vel' b'a' b'a' b've' b'ac' b'at' b'a'.|accept
1321247;7432958|B'nisi' b'in'.|accept;7432969|B'duis' b'in'.|reject;7433034|B'erat' b'in'.|accept
1321259;7433096|B'diam' b'ad' b'a' b'a' b'a' b'a' b'id' b'libero' b'elit' b'eu'.|accept;7432961|B'nunc' b'ac' b'a' b'lorem' b'commodo' b'lectus' b'id' b'a'.|accept;7432876|B'erat' b'eu'.|reject
1321284;7432897|B'arcu' b'ad' b'a' b'eu' b'a'.|accept;7432923|B'odio' b'ad' b'mi' b'dis' b'a'.|accept;7432884|B'enim' b'mi' b'nisi' b'a' b'a' b'a' b'malesuada' b'sit' b'a' b'a' b'a'.|reject
1321290;7433040|B'nunc' b've' b'a' b'rutrum' b'sed' b'primis' b'a' b'nec' b'a' b'curae' b'a' b'a' b'a'.|accept;7432908|B'enim' b'id' b'a' b'cum' b've' b'sem' b'ut' b'a' b'turpis' b'sit'.|reject;7433034|B'diam' b'id' b'a' b'a' b'a'.|accept
1321448;7432986|B'enim' b'ad' b'a' b'eni' b'lectus' b'felis' b'a' b'praesent' b'a' b'a' b'ad'.|reject;7432899|B'odio' b've' b'nisl' b'eni' b'mi' b'a' b'sem' b'vitae' b'eros' b'nibh' b'quam' b'ut' b'a'.|accept;7432866|B'pede' b'ad' b'a' b'a' b've' b'lacus' b'ut'.|accept
1321469;7433002|B'elit' b'ac' b'a' b'at'.|reject;7432919|B'nisi' b'eu' b'a' b've' b'ligula'.|accept;7433095|B'pede' b'ac'.|accept
1321612;7432875|B'nunc' b'in'.|accept;7432913|B'quam' b'at' b'a' b'vel' b'pretium'.|reject;7433088|B'nisi' b'eu' b'a' b'enim' b'dis' b'a' b'a' b'et' b'ac'.|accept
1321757;7433064|B'urna' b'ac' b'odio' b'eni'.|accept;7432879|B'nisl' b'eu' b'a' b'velit' b've' b'elit' b'ante' b'a' b'a' b'et'.|reject;7432947|B'quis' b'mi' b'a' b'tortor' b'sed' b've' b'ad' b'metus' b'a' b'nunc' b'fusce' b'a' b'dictumst' b'a' b'a' b'a'.|accept
1321799;7432947|B'erat' b'mi'.|accept;7433066|B'eros' b'ac' b'ad' b'a' b'a' b'a' b'id'.|accept;7432915|B'eget' b'mi' b'a' b'a' b'a' b've' b'pede'.|reject
1322040;7433006|B'ante' b'ac'.|reject;7433111|B'eros' b'at' b'a' b'a' b'class' b'felis' b'ad' b'a' b'a' b'lectus' b'sed' b'varius' b'et' b'a' b'litora' b'erat' b'per' b'mi'.|accept;7432883|B'amet' b'eu' b'a' b'dis' b'hac' b'amet' b'a' b'a' b'a' b'a' b'odio' b'a' b'non' b'a' b'ad'.|accept
1322088;7433042|B'erat' b'in'.|accept;7433045|B'nunc' b'mi' b'a' b'a' b'ac' b'a' b'sed' b'pretium' b'augue' b'at' b'et' b'ad' b'diam' b'sem'.|reject;7432906|B'quam' b'at' b'a' b'a' b'class' b'mi' b'a'.|accept
1322190;7432896|B'diam' b'ad' b'aliquam'.|accept;7432936|B'eros' b'in' b'rhoncus' b'a' b'proin' b'a' b'a' b'a'.|accept;7433041|B'odio' b'ad' b'a' b'eu' b'tellus' b'est' b'a'.|reject
1322194;7432874|B'orci' b'ac' b'a' b'a' b'et' b'in'.|reject;7433080|B'diam' b'ac' b'quam' b'nam' b'a' b'nam' b'a' b'a' b'enim' b'a' b'vel' b've' b'dis' b'nec'.|accept;7433058|B'eget' b'mi'.|accept
1322355;7433075|B'urna' b'mi' b'odio' b'a' b'a'.|accept;7433014|B'urna' b'ac' b'id' b'eros' b'a'.|accept;7432908|B'nisi' b've'.|reject
1322389;7433033|B'nisi' b'ut' b'a' b'nisi' b'a' b'risus' b'proin' b've' b'erat' b'eni' b'a'.|accept;7432982|B'nisi' b'mi' b'a' b'a' b'malesuada'.|accept;7433077|B'duis' b'ac'.|reject
1322453;7433069|B'quam' b'eu'.|accept;7433022|B'odio' b'ut' b'a' b'auctor' b'a' b'nullam' b'quis' b'ultricies' b'nec'.|reject;7432909|B'nibh' b've' b'a' b'a' b'a' b'a' b'id'.|accept
1322486;7433101|B'amet' b'ut' b'a' b'a' b'vel' b'a' b'dictum' b'semper' b'vivamus'.|accept;7433081|B'odio' b'ut' b'ac'.|accept;7432891|B'arcu' b'et' b'cras' b'magna' b'a' b'placerat' b'a' b'tellus' b'a'.|reject
1322514;7432986|B'nibh' b'ad' b'a' b'leo' b'ac' b'a' b'elit' b'enim' b'libero' b'donec' b'a' b'a' b'a' b'eget' b'a' b'a' b'a'.|reject;7433030|B'amet' b'ad' b'a' b'a' b'ut' b'elit'.|accept;7432957|B'nisl' b'ac'.|accept
1322534;7432882|B'orci' b'eu'.|accept;7432994|B'eros' b'at' b'a' b'sit'.|accept;7433009|B'quam' b'in' b'a' b'a' b'elit' b'purus' b'ad' b'a' b'a' b'eu'.|reject
1322540;7433108|B'ante' b'ac' b'a' b'sed' b'a' b'vel' b'at' b'luctus' b'eget'.|accept;7432972|B'diam' b'eu' b'a' b'a' b'magna'.|accept;7433055|B'nunc' b'id' b'iaculis' b'arcu' b'a'.|reject
1322589;7433024|B'duis' b'in' b'a' b'nostra' b'cum' b'a' b'cras' b'a' b'cum' b'a' b'a' b'a' b'aenean'.|accept;7433028|B'eget' b'ac' b'a' b'et'.|reject;7433065|B'ante' b'at'.|accept
1322628;7432976|B'urna' b'et' b'a' b'ante' b'et' b'a'.|accept;7432973|B'ante' b'eu' b'a' b'eget'.|reject;7432946|B'arcu' b'ac' b'a' b'in' b'tellus' b'sed' b'a' b'in' b'enim' b'a'.|accept
1322785;7432880|B'orci' b've' b'et' b'a' b'a' b'eu'.|accept;7433055|B'elit' b'ac' b'a' b'nam' b'at' b'a' b'dapibus' b'in' b'pede' b'id' b'a' b'ac' b'id'.|accept;7432981|B'enim' b'at' b'a'.|reject
1322866;7433031|B'enim' b'at' b'a' b'ornare' b'a' b'a' b'eu'.|accept;7432922|B'nisi' b'at' b'a' b'ut' b'pharetra' b'a' b'est' b'ipsum'.|reject;7432940|B'nisi' b'eu' b'a' b'a' b'a' b'duis' b'a' b'a' b'a' b'metus' b'a' b'ipsum' b'a' b'pellentesque' b'non' b'a' b'orci'.|accept
1322934;7433088|B'quis' b'at' b'a' b'a' b'a' b'vel'.|reject;7432906|B'diam' b'ac' b've' b'cum'.|accept;7433068|B'cras' b'mi' b'a' b'a' b'eros' b'a' b'nam' b'facilisis' b'libero' b'ad'.|accept
1323000;7433111|B'diam' b've' b'a' b'cras' b'quis' b'ornare'.|reject;7432993|B'enim' b'eu'.|accept;7433090|B'urna' b'et' b'ad' b'magnis'.|accept
1323082;7432973|B'eget' b'mi' b'id' b'a' b'a' b'arcu'.|accept;7433071|B'nibh' b'in' b'a' b'nec' b'a'.|accept;7433044|B'eros' b'mi' b'a' b'fusce' b'magna' b'mi' b'nam' b'at' b'fusce'.|reject
1323144;7433077|B'quam' b'at'.|reject;7433103|B'diam' b'ad' b'a' b'a' b'est' b'ut'.|accept;7433098|B'amet' b'eu'.|accept
1323224;7432988|B'enim' b'id' b'a' b'a' b'a' b'rhoncus' b'a' b'at' b'a' b'a' b'velit' b've' b'a' b'lobortis' b'consectetuer' b'ante'.|reject;7433050|B'ante' b'at' b'eu' b'montes' b'a' b'a' b'a' b'hac' b'a'.|accept;7432892|B'urna' b'at'.|accept
1323226;7432883|B'duis' b'id' b'et' b'felis' b'a' b'a' b'ligula' b'a'.|accept;7433038|B'pede' b'ac' b'a' b'a' b'metus' b'a'.|reject;7433087|B'urna' b'ut' b'a' b'a'.|accept
1323401;7432884|B'orci' b've' b'a' b'mattis' b'sed' b'purus' b'cursus' b'sit' b'a' b'class'.|accept;7432899|B'nisl' b'ut' b've' b'et' b'fusce' b'mi' b'turpis' b'a' b'consectetuer' b'per' b'dui' b'at' b'a' b'mus' b'nisi' b'a'.|accept;7432876|B'nisi' b'ad'.|reject
1323437;7433074|B'eros' b'at' b'a' b'mi' b'eu' b'nulla' b'iaculis' b'primis' b'senectus'.|accept;7433006|B'amet' b'ac' b'a' b'vitae'.|accept;7432869|B'orci' b've' b'at' b'a' b'urna' b'lectus' b'non' b'a' b'lacus'.|reject
